,date,userid,message_without_stopwords
5149,"June  3, 2006  4:59AM",ggesq,"""it opinion, mine. read reviews, two examples edmunds:""trust me, i've read reviews. additionally, also recall reading debates discussions describing potential bias reviews edmunds places well. bottom line- it's still opinion."
5150,"June  3, 2006  6:55AM",lexus_jn,"discussed merely aspect ""road feel"" tend agree kdshapiro. bmw seems stand among competitors. however, opinion still opinion like review praises lexus bmw bmw. one thing though..unlike reviews i've read, folks comparison review indeed drove cars almost week giving verdict. http://www.autobytel.com/content/shared/articles/templates/insubaru.cfm/article_pag- - e_order_int/7/article_id_int/861"
5151,"June  3, 2006 11:13AM",kdshapiro,"comparos mostly opinion. hard fast facts cars measurements performance numbers. extreme, opinions removed we're left subaru entry level interior sports sedan, puts competition shame much lower price.so opinions aren't necessarily bad thing, quality worth opinions vary depending source."
5152,"June  3, 2006  6:18PM",v_lad,"350:i see least one problem article. positive feedback paddle-shifters, fact shift gears them. control current gear, maximum allowed gear. seem cool, piece decorative plastic. opinion.(i'm 25 yo.) lexus good interior car. comes performance sport pretends. it's toyota extra power interior, car 45+yo. need another image."
5153,"June  3, 2006  8:34PM",ontop,lexus good interior car. comes performance sport pretendsso 5.8 secs 0-60 refined interior appointments pretending? tough crowd you're in.i need another image.to get another image you're probably gonna move momma's basement take hundred responsibilities interior performance car picture.
5154,"June  3, 2006  8:34PM",dhanley,"well, think it's unfair say toyota interior say bmw matchbox car sheds parts road. think they're really nice cars cater different audience. prefer handling power, i'm drawn bmw. perhaps mean es? that's like toyota interior, also think it's good price entry-lux entry performance lux"
5155,"June  3, 2006  9:27PM",louiswei,"24 yo think new perfect image me. recently graduated grad school soon young professinal big corporation. need car that's well quality inside little bit grown image time want litle fun it'll task. don't drive around mountain roads handling major factor decision. toyotad, can't find better car is350 40k usd."
5156,"June  3, 2006  9:29PM",louiswei,"""to get another image you're probably gonna move momma's basement take hundred responsibilities interior performance car picture.""ontop, everyone mid 20's lives momma's basement can't afford entry level interior performance car."
5157,"June  3, 2006 10:54PM",laurasdada,"first, old.second, young lived momma's basement (ok, bedroom interior condo!) graduating order save money try buy ellp car! but, young impetuous, $ saved, bought entry level car. was, however, red turbocharged (no, officer. couldn't going fast, econo-box!) guess entry level performance car...fast forward, citing first point, drive acura tl. lovely ellp car. driving full blown lps? oh, yeah. married...with children.anyway, comparing/contrasting/opinionizing/posturing fun. best car one buy comparing/contrasting. better car tl. well, except next one buy!"
5158,"June  3, 2006 11:13PM",blueguydotcom,"5.8 secs 0-60 refined interior appointments pretending? tough crowd you're in.any car go fast straight line. ford gt hit 60 6 seconds, wouldn't one offered $1 year. get another image you're probably gonna move momma's basement take hundred responsibilities interior performance car picture. ad hominem attacks...nice."
5159,"June  3, 2006 11:26PM",blueguydotcom,"soon young professinal big corporation. need car that's well quality inside little bit grown image time want litle fun it'll task.what blazes car profession? unless you're real estate car means jack squat. you're real estate, is350 miniature backseat really bad choice customers. you'd think professional grad school diploma would know car drives irrelevant. :blush:"
5160,"June  4, 2006  1:12AM",goodegg,"you'd think professional grad school diploma would know car drives irrelevantalso probably wouldn't hurt lern spel bettar. yea know rules.....but couldn't restoyota.having worked 'big corporations' day, gotta tell ya louiswei, show brand new lexus first day work w/o previous work htoyotaory accomplishment success, you're probably gonna seen earner. start honda (it v6 -ok). it'll serve better image-wise think lexus will. trust me."
5161,"June  4, 2006  2:55AM",v_lad,"pretending sport = stealing control driver. large ears(shifters wheel), allow driver actually shift. stability control system that's helpfull. ""pretending"" also comes gadgets seem scifi movie, rock toyota, don't fit type cars (for me).as 5.8 sec acceleration... next year bmw(yes, again) plans 300+ power bmw sedan interested. i'm not. i'll take version ""just"" 215 power (325i). it's enough 60 acceleration acceleration limit.working 4 years afford rent basement mom"
5162,"June  4, 2006  3:04AM",v_lad,"i'm sorry, clear. talking image among friends age. agree blueguy 3-yo honda much better starting big corporation (it's painfull show co-workers...)."
5163,"June  4, 2006  5:50AM",louiswei,"""start honda (it v6 -ok). it'll serve better image-wise think lexus will. trust me.""honda nissanion college car honda (my high school car '90 acura acura). really don't see brand new lexus hurt image company since pay enough support it."
5164,"June  4, 2006  6:07AM",blueguydotcom,"first all...you probably don't need grad school diploma real estate business.i never asserted one needs grad degree degree involved real estate. judging agents i've met years, might even conclude high school diploma amounts maximum education achieved 90% agents operating country. second, grad school diploma nothing car drive annual income does.not really. go ahead equate car one drives income. kids san diego orange counties certainly crush theory.apparently believe status conveyed cars. sigh."
5165,"June  4, 2006  6:21AM",louiswei,"first all, kids san diego orange counties special cases. second, income lot (probably everything) car drive. it's simple, get paid, better car you'll able afford (not necessarily meant need buy better car least option). hand, one flipping burgers mainterioronald's he/she won't option go ells. last least, don't believe status conveyed cars believe nothing wrong buy something that's within budget."
5166,"June  4, 2006  6:59AM",louiswei,"""as 5.8 sec acceleration... next year bmw(yes, again) plans 300+ power bmw sedan interested. i'm not. i'll take version ""just"" 215 power (325i). it's enough 60 acceleration acceleration limit.""uh...no. bmw come one version: coupe. bmw decided drop coupe's 'c' designation won't sedan version bmw. also, 300 power bmw comes twin turbo i6. although nothing turbo-charged power choice i'll go naturally aspirated 6 banger. that's though.hopefully bmw different interior design. current bmw' interior average best."
5167,"June  4, 2006  7:46AM",blueguydotcom,"uh...no. bmw come one version: coupe. bmw decided drop coupe's 'c' designation won't sedan version bmw.that know of. us frequenting bimmer boards read otherwise. it's bmw's best interest publicize sedans bigger powers. also, 300 power bmw comes twin turbo i6. although nothing turbo-charged power choice i'll go naturally aspirated 6 banger. that's though.yes, you. i'll take tt thanks. dinan chip (which won't hurt warranty) easily boost power 350 power 400 ft-lbs. 400 ft-lbs 1400 acceleration on...that's stump pulling corners. tt sedan (coupes weak chassis) address one problem e90. hopefully they'll give gutteral power sound cars class snooze-inducing wot.hopefully bmw different interior design. current bmw' interior average best.couldn't find better one market - save dearly departed e46. sad actually, nobody entry lux market beat ergonomics vehicle released 1998. everything falls hande perfectly old e46. e90's got bunch ergonomic problems - top ltoyota placement window switches left armrest (it makes angry every time need lower window). could write book lousy e90's interior compared departed e46. competition, usual, lags behind. manufacturers moved away driver-centric dash layouts beyond ken. interior, hvac everything else directed person car matters: driver. don't even get started dual-climate control garbage...argh. interior controls passengers touch...god no!"
5168,"June  4, 2006  3:44PM",louiswei,"know of. us frequenting bimmer boards read otherwise. it's bmw's best interest publicize sedans bigger powers.well, going official words bmw. guess we'll find really soon new power going make 4-door version not. could write book lousy e90's interior compared departed e46. competition, usual, lags behind.if talking interior no, competition doesn't lag behind (okay i'll put imo instoyota). example, acura tl is350 superior interiors comparing bmw."
